,position,city,specific_position,company_name,company_size,company_type,salary,education,ability,experience
350,数据分析,上海·普陀·石泉路, , ,1000-9999人,上市公司,1.5万-1.7万,本科, ,无经验
351,数据分析,上海·浦东·陆家嘴,Data Analyst,凯捷中国,10000人以上,外商独资,1.5万-2万·13薪,本科,SAS SPSS Python,3-5年
352,数据分析,上海·徐汇·徐家汇,业务数据运营专员(J13554), ,1000-9999人,民营,1万-1.5万,本科, ,经验不限
353,数据分析,上海·长宁·天山路, ,艺科物流设备租赁(中国)有限公司,20-99人,外商独资,1万-1.5万·13薪,本科, ,3-5年
354,数据分析,上海·徐汇·枫林路, ,上海抚理健康管理咨询有限公司,1000-9999人,民营,1.2万-1.4万,本科, ,3-5年
355,数据分析,上海·松江·小昆山,快递客服主管,上海睿弋尔供应链管理有限公司,100-299人,民营,8千-1万,大专, ,1-3年
356,数据分析,上海·虹口·北外滩,项目经理,湖南软科信息技术服务有限公司,20-99人,民营,1.4万-2万,本科, ,5-10年
357,数据分析,上海·黄浦·五里桥,测试数据管理与分析,觐联(上海)工业技术有限公司,300-499人,民营,9千-1.2万,本科, ,3-5年
358,数据分析,上海·浦东·三林,Biostatistician 生物统计师（全国Homebase）, ,10000人以上,外商独资,2万-4万·13薪,本科, ,3-5年
359,数据分析,上海·浦东·唐镇, , ,10000人以上,上市公司,6千-8千,大专, ,1-3年
360,数据分析,上海·真新,搜索引擎优化SEO/营销SEM,上海北四特自动化科技有限公司,20-99人,民营,1万-1.5万,大专, ,3-5年
361,数据分析,上海·浦东·花木,商务管理管培生（校招）, ,1000-9999人,上市公司,1.2万-1.6万,硕士, ,经验不限
362,数据分析,上海·浦东·张江, ,上海有临医药科技有限公司,医药制造,500-999人,1万-1.5万·14薪,本科, ,1-3年
363,数据分析,上海·小东门, ,上海东证期货有限公司,500-999人,国企,1.5万-2.5万,本科, ,1-3年
364,数据分析,上海·青浦·金泽,工单文员 物业行政 物业客服 包住,上海索迪斯管理有限公司北京分公司,10000人以上,外商独资,5千-6千,大专, ,1-3年
365,数据分析,上海·闵行·江川路,数据分析师（数据科学）, ,20-99人,民营,150-200/天,本科, ,无经验
366,数据分析,上海·杨浦·平凉路,业务分析经理 数据分析+策略,上海利真,1000-9999人,民营,2万-3万·13薪,本科, ,5-10年
367,数据分析,上海·闵行·新虹,市场分析师,科丝美诗(中国)化妆品有限公司,1000-9999人,外商独资,1.2万-1.6万,本科, ,3-5年
368,数据分析,上海·奉贤·庄行,外贸专员,四川宏图风景环保科技有限公司,300-499人,民营,8千-1.2万·13薪,本科, ,1-3年
